Season,Team_Code,Game_Number,Home_Away,Opponent,GF,GA,Points,F_count,D_count,G_count,F_cost,D_cost,G_cost,Total_injuries,LowerBody_Count,UpperBody_Count,Players_Out,Opp_Players_Out,Money_InStands,Opp_Money_InStands,5v5_CF,5v5_CA,5v5_SF,5v5_SA,Playoffs_Bin,Playoffs
2019,LAK,25,Home,CHI,3.427695598605580,2.8321312476066100,79,12,6,2,22667755.256218000,16151576.592049400,9109831.72314527,6,1,2,2,3,1409020.7479041200,1277327.4734538900,40.79340707793000,50.16909778518460,21.595782472680000,32.308015094184800,0,No
2021,COL,76,Away,NYR,2.763744159882220,3.3787029642631900,111,11,6,3,21923692.416481400,38270601.87475290,13895842.849510400,7,3,0,7,3,1355468.7617397600,1183252.5428288300,50.066716050899700,44.29244186251940,28.35939087173050,27.304884032307400,1,Yes
2023,COL,27,Home,BOS,3.4085320941247000,2.966693495377350,82,10,7,3,31826601.570864800,31519963.242272800,12338408.821248800,3,0,4,3,3,580364.8394111120,546236.9280490550,69.28060472573480,65.7366755573872,38.85825422783510,27.8557129265741,1,Yes
2023,COL,57,Away,NYR,3.856954854240700,2.7053364019629700,69,10,6,2,57301783.574098000,33659072.10783100,7000167.009745560,0,4,4,6,3,710748.514693276,1818806.506378070,66.20666728681270,49.265826977093900,34.43023559686850,33.91281506890820,0,No
2017,COL,31,Home,COL,1.855008572770160,4.481545166699090,118,14,7,3,40928522.19883500,22789293.489555700,8638164.14874456,0,5,4,6,2,1433824.0943196700,519515.3201388090,49.88134201102650,59.76566212680530,21.762531390011200,38.75773952189770,0,No
2017,BOS,6,Home,CHI,2.7297146690888600,4.140944286446780,70,14,5,3,30871460.643205200,36141338.05693360,9375401.76082379,0,0,4,4,4,811735.7621882540,1917125.1203153200,57.63386215199120,56.9933105525988,36.926360255617500,30.84717900984640,0,No
2017,COL,40,Away,TOR,4.019406856906850,3.37021787447832,100,14,5,3,35966671.780440800,21490082.092712000,18864643.50578840,0,1,1,7,4,1256105.1196226400,1233824.373032140,65.41890236606480,54.15268928172620,34.64601541216360,35.367998578975600,0,No
2018,LAK,12,Home,NYR,2.651498855799130,3.2081320835468500,100,10,7,3,43943804.296186800,15041093.927811200,8455799.590788340,4,1,2,7,0,1317322.5290440900,1012901.74036209,53.23823010250210,54.87458417945620,32.21893051405310,21.784131176339300,1,Yes
2022,TOR,53,Away,COL,3.2156168136815600,3.361981439473750,64,11,7,3,46117986.32551370,24410374.06301740,9338658.542295020,3,0,5,4,3,925260.7854064090,1886327.6522639900,40.53873591250450,61.96713742276860,36.40585921218350,24.223160748638500,0,No
2020,TOR,71,Away,TOR,3.2633080825865900,2.1039363234673000,117,13,7,3,26156780.3913162,29269037.023976800,10540311.951341500,8,1,4,7,3,1922637.7333122400,536586.489665145,42.2353138545592,42.63318742370320,28.082196954859100,30.04263281839070,1,Yes
2022,BOS,10,Home,TOR,2.053428759400920,2.685413229792960,60,14,6,2,59081267.06180700,26967621.449138100,14956141.079380800,2,3,4,5,0,1763696.1602533600,1372137.3423036300,55.3117816404612,60.045419858737200,24.430021017077100,20.400234472575500,0,No
2015,COL,45,Away,NYR,2.5867063249568700,1.618378598672700,76,11,5,2,41790889.07931160,36551903.564414900,6773575.887082110,6,1,3,1,4,1583560.2614492000,1323398.7867490100,69.08318127027640,66.87436304195740,30.240467782175200,25.057099575251200,1,Yes
2022,COL,17,Away,BOS,2.5035338662258000,2.92663811246048,81,12,7,2,25427532.71169120,17635132.148904200,19309178.18740660,7,4,2,1,7,616990.7996141140,828980.6018170730,60.796286266566000,41.733645910595900,30.976835111869500,30.34802579649930,1,Yes
2018,COL,26,Away,NYR,1.5785901255961900,3.1290737518729900,93,14,6,2,55745410.133845300,28845586.015843100,17983568.301421500,5,3,0,7,7,659195.0289635290,1143331.1470253200,42.12748574315710,44.21960017701,30.766527440198200,20.299223965126000,1,Yes
2015,CHI,62,Away,COL,1.5725752916740700,2.1832492083096300,115,13,5,2,22985537.243177200,27824483.745522700,13658241.095134300,9,2,2,5,1,1239172.0187974300,1478396.0089156600,45.68082627375590,61.49895810106090,31.301475829602100,25.290925724520800,1,Yes
2022,NYR,46,Away,TOR,3.9950911310273200,4.392086541496540,104,12,6,3,56309417.32710050,22034824.554304100,15110568.01137440,0,1,2,5,5,741070.0237864790,1590696.7953228900,63.1396942965055,53.11844944733850,38.974098364783600,30.28061638951740,0,No
2018,CHI,64,Home,NYR,2.319212429918440,4.228363832811730,100,12,5,2,59862626.251559300,35555702.81442530,5249907.0686632400,7,1,5,0,1,1967398.1952942100,501075.28805987000,65.24319279868740,52.10645862441070,38.044912461924600,31.46298495962490,1,Yes
2020,NYR,2,Away,BOS,3.054236298716450,3.6664297063677200,88,13,6,2,48017271.96626020,33821216.39705520,10084171.63022670,9,4,2,0,4,737780.3510411140,1905280.1451365200,58.53083758565770,44.10899903632710,37.51434073117880,38.51503386110610,0,No
2022,COL,54,Away,NYR,2.396176720766320,3.1001598862960900,63,14,5,3,50817888.84295960,33321479.683295800,16934903.45992160,2,4,5,2,6,1231201.753195960,746788.0585892190,59.332695088894500,55.20310122153360,36.02833621817250,32.906912465012200,1,Yes
2018,COL,65,Away,CHI,4.322037735346020,4.109907478943060,64,10,5,3,33492113.458699500,36904811.956738900,6162244.606885790,7,5,4,2,3,1046181.5852622600,850370.6513335390,40.850123511501500,43.79635933589130,38.86856214530570,28.294716050599900,1,Yes
2017,CHI,51,Away,BOS,2.2778902765973200,1.8919570314703900,70,13,6,2,57663074.10935740,33069615.01553800,9234707.513160800,3,0,4,2,1,1459079.6321811500,895210.1685407720,64.85590778744530,54.29861368931620,21.969892833588100,38.60702354266140,0,No
2023,CHI,53,Away,COL,2.788970438216810,3.871529382824660,115,13,7,3,41188558.6443347,20796032.29286820,13779452.42501470,7,0,1,2,2,693554.6133341370,556730.204828053,63.64825624512490,62.9084589688497,25.30246522891480,35.697659667755900,0,No
2017,NYR,36,Home,TOR,4.118190751453810,1.874462441900550,110,13,5,3,49295537.8639022,32639067.791242300,8846195.415484130,0,0,5,4,7,1145474.6420635900,684578.1853854870,47.771054323100400,47.747930736614900,29.901118913091700,24.00017842225500,1,Yes
2023,TOR,26,Away,NYR,4.0258007003754300,3.8826319876482200,80,12,7,3,56964308.63645120,22692570.334746100,19009669.612167800,2,4,5,4,2,912057.5492107160,1979524.884416240,61.260301598965200,54.42358504539180,36.93068986246810,22.616847226976400,1,Yes
2016,NYR,29,Home,BOS,2.058304253538830,2.3273027047540700,94,11,6,3,59007199.03902030,21054366.258686800,6965879.462064360,5,0,0,0,0,1831627.287007530,972825.106065929,46.44563819274990,69.76047908190510,30.10331423045470,33.51623271485470,0,No
2016,CHI,21,Home,CHI,3.907929929387130,4.131271743054570,71,10,7,2,53328174.263867000,16825089.822490700,16960915.368616700,8,0,3,1,4,560878.5682020430,672951.635508574,41.20990483154540,60.59951270062110,34.96069478683180,31.197663311539700,1,Yes
2016,LAK,11,Home,BOS,2.874560660213680,4.332126281476190,85,14,7,3,32120700.2792812,33600714.508691900,12619230.378596100,1,2,2,5,4,1870591.241009690,660486.891761935,46.03409627771130,65.24070313915600,22.779198104978300,35.793472275855100,0,No
2020,CHI,40,Home,LAK,2.9489066162560700,1.946387908215350,110,14,7,2,58661900.6620833,32775024.048745300,16254961.63729930,0,0,0,6,1,1749491.2078295000,1579189.9515049600,45.35886630262900,52.44542819681640,25.048276259531200,34.77610100157370,0,No
2017,LAK,11,Away,CHI,1.9004399172478300,2.8880268151961800,78,11,7,2,45124781.24974290,20862486.941852300,9660729.924671710,9,1,5,1,3,946356.0746612230,1781852.9960489600,50.13243990204540,63.03582769377570,34.635521900753400,32.504230677150300,0,No
2023,BOS,36,Home,COL,1.741804541271370,4.442962134488060,104,13,7,3,57225699.05407840,33734475.418103900,12717344.03468060,2,5,0,3,4,1683935.982015660,885428.4492627050,52.553484915263700,41.21527518823970,23.29468017775450,39.72764343257780,1,Yes
2018,CHI,59,Home,TOR,3.6838179209213000,2.95022230791944,119,10,5,3,47044201.03257410,37946022.07733880,17852530.245847600,3,4,1,4,1,546820.3405081210,531364.2685028520,55.256166744931200,43.68733547626740,27.027118693098500,30.671794602208200,1,Yes
2015,BOS,39,Away,COL,2.989383457065900,4.090642567543640,66,14,5,3,32289558.47390880,17700723.93728950,12003171.486846600,4,3,3,2,1,1950298.3254400900,834635.0276680340,54.302616265249800,46.092117787601900,25.297325156271400,22.262115130034400,0,No
2018,TOR,54,Away,NYR,2.8105521078455400,3.2661945663939600,106,14,5,2,34800980.96571260,20815915.959669400,10395797.928654000,2,5,5,2,5,1289892.413884680,584773.536195136,48.12023817895870,52.058557738456600,26.99723388444960,36.565471296319800,0,No
2015,NYR,55,Away,BOS,3.6885246859571900,2.6259897237588100,114,13,6,3,42018871.08411760,33756519.85218290,13042330.79379100,9,2,5,3,5,954921.5390981680,655092.4049450620,40.87512005722220,65.3723463497729,34.1664809815594,25.03706724691420,0,No
2019,LAK,24,Home,LAK,3.7965386969733300,2.3573506665776100,66,11,7,3,51600593.66239530,21862666.837677000,15760441.295545500,1,4,2,1,4,1043874.8188920200,1147262.1797714600,58.15304866711450,50.38798152363790,27.356943622856000,35.54604296287840,0,No
2018,NYR,22,Away,CHI,1.9767245030080600,2.1096692732582600,85,10,5,3,32719302.0536134,30616599.35709290,11653450.182477500,1,4,3,2,1,599608.0301907460,844877.5562924490,51.87234489542060,59.638635805463900,31.105266452158800,39.14214192000100,1,Yes
2022,BOS,69,Away,CHI,3.330675448432920,3.7853945741330900,99,11,6,3,43189246.64536770,17029105.611592900,19083154.627134100,6,1,1,1,0,1984024.2710630600,1273918.817788140,48.96016472162650,61.2794288441045,21.998637541088200,33.93591027928680,0,No
2022,LAK,56,Home,BOS,1.9060622468330600,2.6596215204690800,64,11,5,3,33824999.74305610,26305061.977588500,9424187.36063513,8,5,4,5,0,558937.9177260390,880240.6298857860,66.00823128491540,57.58547062265020,36.10035386469260,31.92060321899600,1,Yes
2021,NYR,33,Away,LAK,3.754125258087140,3.0338263866022500,80,10,5,2,52630776.185404300,33477285.549823800,12131954.092536800,9,5,0,3,5,1482360.6847217900,1910805.9516544200,62.402299233944800,50.717259045104100,27.397772512962500,29.207723513500800,0,No
2017,CHI,36,Away,BOS,3.4708654688014200,2.9769764400035500,73,10,7,3,38669123.75071800,32162848.576081300,16353914.890121600,1,0,2,6,4,1164103.8915596900,1858915.9518894000,65.73296645117330,57.311600251406300,32.970683180666800,27.288197319908100,1,Yes
2015,COL,20,Away,NYR,4.369843863250370,3.2318370876993900,63,14,6,3,23068913.07411540,35376802.51689520,15336816.357436400,6,1,5,1,7,1923374.3272830700,1350209.157515700,54.84948384137380,50.267967783692400,34.507792033236700,27.060095019436700,1,Yes
2015,BOS,81,Away,COL,1.7068740490692600,4.0967314368736600,82,14,7,3,26642100.859261500,36936303.16507920,17954615.78625730,6,0,4,5,3,868999.6104601930,1031635.9879810800,43.927937563803300,42.516212156560400,24.19321844223400,32.727454114191800,1,Yes
2017,NYR,62,Home,CHI,1.671164163453760,4.442218030750290,101,10,7,2,22444186.70478530,34329587.53146900,19952137.710216600,6,0,1,7,6,1298130.235907020,1071720.3230521000,60.88664308363820,69.78411934558040,37.693499699067,35.02546233875490,1,Yes
2020,BOS,73,Away,NYR,2.3465612240796000,2.722752625721450,79,12,5,3,39972117.84057300,31789693.573473100,11402874.931926300,2,4,3,7,7,1223534.3128741300,1117778.4247167500,46.18221339811530,43.815473608975300,32.32448503213910,33.57034138968830,1,Yes
2021,BOS,26,Away,COL,2.2851170512077200,3.9825567663189100,74,14,7,2,24253491.893929100,15793062.29540080,6667263.196749680,6,5,0,1,0,1554299.666075150,1591368.983202420,53.23689007275150,42.17045151508170,28.57450283502960,23.968202023871300,0,No
2020,LAK,66,Home,NYR,2.2409363972160000,3.793583383964150,109,12,6,2,24565598.772385300,28374166.835236100,5456238.21211952,0,0,2,7,0,602015.3479286310,1177458.4932782600,41.950023668466700,66.35592247621470,23.646703671564400,29.879743602869800,0,No
2020,LAK,73,Away,LAK,4.2187637415631100,3.2205868543667200,111,10,7,3,57641930.40153510,15942443.12287130,15903153.592096600,9,2,5,1,7,790683.6950350320,1785094.919758850,64.75925207268950,49.05503982678690,38.84601875802410,35.83280144366130,1,Yes
2020,COL,73,Home,CHI,2.248638599548520,4.3681414308358000,104,14,7,3,54906202.88704220,35201695.42790060,18110205.069630700,0,2,5,2,5,821847.2301392750,1916142.1788955500,43.77821923142500,59.508909222205200,35.1013640826325,29.514081563781100,0,No
2017,CHI,40,Away,BOS,2.3158491783858900,2.1014235465852100,88,11,7,3,38083463.872454600,23018113.11149890,8310688.78916628,4,5,4,0,5,1607226.1322625300,1003919.2300684000,67.0929252114793,49.87017188986700,24.160491254665000,30.732465594709900,0,No
2020,BOS,17,Home,BOS,3.778194787253890,1.8277926309288600,67,10,5,2,59432212.83400820,29060734.352948000,7376720.5578485900,1,2,4,7,4,783708.0444901100,1341041.7220635200,65.92691806784670,51.743628123834100,26.75421549448450,35.422720963416400,0,No
2022,NYR,1,Home,COL,2.84921952735162,4.061885900866270,100,13,6,2,20007461.126826500,21986132.682972600,5933076.372885370,8,4,0,4,5,1360237.645836470,642584.8052488470,53.937482933177400,47.86338916050390,36.193485161761500,33.22530612530180,0,No
2016,TOR,61,Home,TOR,3.8301316708655400,2.817449449901250,107,12,5,2,44559178.25093580,34562503.60950730,17340543.825758100,6,1,3,1,2,822865.7307514310,800703.5716495390,62.33104612911970,50.291320173790300,33.91355326430680,28.186898417647900,0,No
2019,BOS,43,Home,LAK,1.6960984726931600,4.040906562621180,78,10,5,2,44657127.0948748,37162563.166047600,9670729.098388770,3,3,1,1,6,1792437.4251259700,1120198.6500652400,58.5833522145446,52.321012017596300,35.31568585431450,37.90825422388440,0,No
2015,BOS,42,Away,COL,2.962713581020150,4.179270615586250,107,10,5,2,38297722.234795500,24966062.3553266,11025453.391396600,3,0,3,1,7,1913278.1817344600,809304.0738526680,64.09226927013240,61.612482072770300,28.824022044258600,23.25134137326960,0,No
2015,COL,25,Home,TOR,1.600840800549850,1.6873727808572100,98,14,5,2,35877918.91737170,36573059.837774700,12541252.874144200,1,3,3,0,7,1277739.4624133600,1814840.7361830800,52.95415302357740,55.34608582704380,34.32952525284330,39.91032897180650,1,Yes
2019,CHI,39,Away,NYR,1.6879596103660600,4.150394288958180,105,14,5,3,38215325.41922430,21676875.18640830,17591798.51314330,4,1,3,5,1,1028463.3263137700,737429.3840886470,63.5742545273305,68.30695651470930,27.729874457278300,22.377051569524700,0,No
2017,TOR,35,Home,LAK,4.219312360033230,2.8449571661082700,87,14,6,3,36598417.44318720,28366523.076888100,14762498.323422300,3,1,0,7,0,851086.6625262490,1183491.232329640,53.873704511954400,41.25641181516330,24.22525833876390,20.298999422084800,0,No
2018,LAK,3,Home,NYR,1.9177361133527900,3.0312974670127000,105,13,7,2,49219699.09929200,36469035.7459676,14225969.44786720,0,4,0,6,7,574671.5022845660,1408548.8606898100,68.22897363528380,55.09204967896090,32.6535406968272,37.800378022975300,0,No
2017,LAK,44,Home,CHI,3.0972620468256500,3.379777533279630,116,14,5,3,25414217.39893140,23147033.56539480,7635081.49933866,7,2,1,6,2,902750.1142962430,1537795.8622412700,54.59116302475440,57.526743664951500,39.52027851197590,24.89907016731910,1,Yes
2015,NYR,51,Away,LAK,2.7332868078021200,4.279147820190260,86,10,5,3,27905568.823645200,38851056.62695210,12697848.375647400,2,2,3,3,7,1481353.669917980,1074604.05458976,53.878578158011900,67.60590958222820,26.212019427906600,34.593992548934400,1,Yes
2015,TOR,12,Home,TOR,2.542029978776530,1.5573482832892900,63,14,6,2,27220729.135696900,18046987.54453460,15730715.257679800,5,1,0,2,3,1300425.3969638200,1803648.6030870900,63.55215584690540,41.474755708642800,29.219391844250800,36.22030749864140,0,No
2019,LAK,19,Away,CHI,4.199500037061820,2.9305304049534500,117,11,6,2,30498823.40485060,15456876.743087700,19598913.245457400,3,4,1,0,2,1916061.9174213900,1352478.7266168900,64.64733075282510,57.20498754805650,33.48002742139710,37.179727820642300,1,Yes
2020,NYR,44,Away,BOS,1.5654701903264700,3.563166127291680,74,14,7,3,41010336.751263300,37603383.814454800,8021094.638200280,8,4,5,5,4,1094415.8937375500,1159261.6706713300,56.63467342963510,65.6088978558387,30.830125642449800,39.83188471328330,1,Yes
2017,CHI,59,Away,TOR,3.491369058526770,3.6681208730946900,94,13,6,2,24448349.89352880,16716216.653696800,5143150.2960084,6,5,1,1,3,1540795.0134925900,600860.951078055,45.39393440485230,47.257831843577100,36.86855591418100,25.880794200800000,0,No
2023,NYR,49,Away,COL,4.390183302640650,3.5775972946113200,96,11,7,2,54726771.813060200,39797229.898687300,6129521.503977050,8,0,3,5,3,1233984.121212680,1197034.2026677500,54.032746928727400,66.28877045571810,35.23485412939030,34.204866838545200,1,Yes
2019,LAK,61,Away,BOS,3.1805045503855300,1.9033053882243700,60,10,5,3,31894461.252338900,38784921.54947770,10637786.97772970,9,2,2,0,7,1268864.3238863200,1731103.7612236000,69.04217508729040,40.57130227822880,21.16594407724710,22.307997165616600,0,No
2022,COL,17,Away,BOS,4.310467386099280,2.3981867651150400,62,10,5,2,26501519.498748300,18425522.750908000,17308169.716189800,2,1,3,0,5,901661.4719061760,1421811.5273319700,62.58958579117560,61.97363887401190,39.96842467847550,28.136185827137000,1,Yes
2015,COL,74,Away,COL,1.6567736378580700,2.5761465762510400,106,12,7,3,47024852.38392970,28439615.642314100,5107131.226523680,0,5,2,0,7,1182426.1652630000,1748243.6805936800,64.33487811637400,67.9933966350596,35.04804907438940,36.95943386625180,0,No
2019,COL,57,Away,LAK,2.7563799572224800,3.913311623038520,83,11,6,3,21523452.023972800,19623007.436678600,11850958.893287600,4,3,1,3,2,1206177.4955190600,1241017.5058989600,40.9847649645772,59.71592984920190,37.278066325882300,27.353160921182200,1,Yes
2017,LAK,55,Away,BOS,2.2804733728861500,2.336279617243660,86,12,7,3,44798742.59496660,25703879.325753000,9938459.230120920,2,2,5,4,4,1559963.782623400,677692.5576417230,54.0357838790248,53.170877319413400,33.02395424190690,31.82190761071230,0,No
2015,COL,47,Home,TOR,3.6924628949421900,2.1321148916016100,99,11,6,3,47927937.22706000,16535628.231495800,5787225.651495910,5,0,5,2,0,1910959.9987791700,520459.7687538220,59.39863400972670,41.34643049418150,37.125702560935200,30.07546887449270,0,No
2018,TOR,12,Home,CHI,4.44389127149174,4.372344057114290,95,11,5,3,28596661.255468800,20598114.69491470,11753544.300089300,7,4,0,3,6,993981.9162237560,954829.3200778870,64.90098050884220,67.60341439967890,22.247659498574200,32.9190306222409,1,Yes
2019,CHI,62,Home,BOS,2.2695901873327400,1.5265898553404100,93,13,6,2,21678562.93774540,24081819.90997250,8821230.610050780,3,1,5,3,5,563300.7028719480,1546985.7072466900,41.478209607483100,54.10888668074730,26.954756711186300,39.4578877877539,0,No
2021,NYR,80,Home,TOR,3.4625238044222200,4.493462567045940,88,12,7,2,34545814.35677800,25966187.50615140,10278272.515205100,4,2,4,7,2,1244442.6882509600,1685389.8559125400,65.57316656925620,40.86990233007840,37.52841887208990,21.11471053002800,0,No
2015,NYR,8,Home,NYR,2.09429289827922,3.530463896572190,83,13,7,2,23943769.209677500,39437406.45522230,15584229.571764400,4,3,1,4,0,1316691.998223750,943629.2519304940,56.45202810225740,60.694632139862900,24.033104225337800,31.479230350032600,1,Yes
2017,LAK,21,Away,TOR,3.1959907637148300,3.985407898347350,83,11,5,2,24659113.986933500,35196641.14209950,12823264.758664500,3,0,0,3,2,752660.8266978730,1243480.8813248700,45.9194191172818,54.45511760728780,21.564841971600500,37.2605755850057,0,No
2016,COL,81,Away,CHI,2.8917974600650100,2.3838581890385800,101,10,6,3,30170449.25779460,33435248.607798700,6869711.4348922,3,0,5,0,5,1640696.9094141,1131678.3566511200,49.517656493491,43.73035952327230,35.76237879890440,29.62765423496860,0,No
2023,COL,80,Away,TOR,4.416015988894610,1.54294583300118,63,11,6,3,31818716.985070400,28426032.868549400,19421218.106354600,3,5,1,0,0,1977393.6626622400,1115784.1765271400,48.457886552546800,46.42815427930780,36.70972311286590,21.570543718831500,1,Yes
2020,BOS,70,Away,COL,3.3255818180894000,3.71360855568459,62,13,6,2,41198813.640856800,35999944.015108600,14538661.485646100,3,2,3,7,5,1918662.0755126900,847023.0698002260,55.925771028654300,41.934720413675400,23.25304436379800,31.21078704833540,0,No
2017,CHI,72,Away,CHI,2.548519116260460,4.002433791002030,93,12,5,3,47135675.42012050,23483070.89139280,16488026.384938000,3,3,5,5,2,795659.0582354780,704556.6575441880,41.550570397334000,57.228806191257200,37.086919655654300,26.64147781647640,1,Yes
2022,TOR,25,Away,LAK,1.8422873546638000,3.721428395860560,116,12,6,2,43710837.63480740,32722477.8193329,6188197.250125560,4,0,2,1,3,1813044.859851140,795032.8373468200,44.75608475499770,58.66088437756030,33.735355911943400,23.098835706758700,0,No
2022,NYR,82,Away,NYR,1.9537404862048000,1.9285508619025200,108,13,7,2,25934413.491580700,39844599.3844543,5705875.691900280,1,1,1,3,6,1556740.454617530,582998.5807450190,64.38079130127350,55.17226895066330,30.40165366433170,36.98069026566950,1,Yes
2016,BOS,12,Home,COL,2.1759507898537100,3.7602837667709100,82,12,6,2,26883441.298105100,22865722.72338000,5291720.755521220,1,0,0,1,1,1180769.8457103700,797196.1127353660,43.97811972240430,64.51306399007850,36.6050038556277,30.43199025982240,1,Yes
2020,BOS,15,Home,LAK,2.252899984020890,3.806768346322920,112,14,5,3,55150769.99171660,31850438.372099200,7831910.416601670,8,3,3,2,6,1310916.4914870900,513801.3464380690,47.00188808374380,65.83026463924040,28.384984986379300,38.665528247581300,0,No
2021,LAK,59,Home,TOR,4.051848173523410,3.4756215470101600,115,10,6,3,42334092.60256450,36107871.60380960,11216125.965777400,1,4,4,6,3,1774400.262473690,1440887.6009539700,53.60111816812470,58.4687319004938,23.879879124467900,36.12033009206140,1,Yes
2016,NYR,26,Home,CHI,3.1836683648475700,3.7983477983867600,111,10,6,3,54797513.31590760,37895189.5837668,19037392.001042300,5,4,3,0,5,1220202.4094575600,974563.1110815240,55.51362664339990,40.38269439122290,25.697053532212300,33.859435875473300,0,No
2016,LAK,26,Away,NYR,3.0701727341231000,4.037764319033200,82,10,7,3,34861860.45279500,32948317.273502500,11855894.888986600,1,5,5,5,6,1059811.0536576900,1959717.067140360,62.908314388424800,60.85688967243210,30.103280365866300,20.10051006730620,0,No
2015,TOR,47,Away,COL,1.8443066156076500,3.3408123427123800,104,12,6,2,44576000.29725300,22090198.085428400,9353826.58058794,4,2,2,2,5,1239871.2395389800,790575.5761644470,53.419972799985600,52.53997650761060,30.626615853463500,28.556469132765,1,Yes
2022,BOS,32,Away,LAK,4.080419080048310,1.7658141419090400,64,12,7,3,40946536.64218440,23157053.78922370,13429028.80279500,3,3,3,7,5,1368694.7060525700,1018742.8554643900,63.69593863106620,56.96672449679160,36.11161652882470,23.949725633040600,0,No
2015,BOS,10,Home,LAK,3.668442909625450,2.9628834290016300,90,11,7,3,32764939.592818500,15518950.803099100,6679018.672021840,6,5,4,5,0,783616.4806675230,1036761.7379623000,58.55038921136370,59.47241806056650,35.82705447304670,38.215958220977400,0,No
2023,CHI,16,Away,NYR,1.7030050857000000,1.732948004014820,112,11,5,3,38796614.88134380,34022149.44178770,14142588.365074700,6,0,0,6,4,1851361.595400490,512677.2440936910,43.39299218271470,50.5070984298123,31.627331144091500,23.491679693527200,1,Yes
2020,TOR,71,Away,TOR,3.6235052916893100,2.7226290930972900,100,10,7,2,40099635.073077300,16068490.151548800,13526479.31495760,5,0,1,6,5,1511280.4232444200,1758811.9295591900,44.68994315178520,67.51295515515380,35.61570966730950,25.72120103318570,0,No
2021,BOS,17,Away,NYR,3.1306146520279400,2.721319467376880,116,14,7,2,28030838.990267100,36616308.865068600,16879895.501085600,9,4,2,7,6,1449903.3760062300,547991.690216487,53.111011763493100,44.01924600249340,23.83546916587340,30.336735354690000,0,No
2021,TOR,23,Home,LAK,1.7451760372403300,1.6980295324207200,116,11,5,3,32600414.895069300,17966515.36186350,19800314.17425540,4,5,4,4,6,649244.3392709570,1910269.752093860,51.906681792671200,60.14535421843110,21.001290541865900,25.267272379961600,1,Yes
2017,NYR,26,Away,BOS,2.8749019245859700,2.546461601908440,119,11,7,3,51656390.02027900,19296912.803398100,8763102.075741660,0,4,5,7,6,1406260.9072588900,1838111.526640430,62.306328089118800,40.130787398697400,37.472676452694,24.197293545582400,0,No
2016,COL,7,Home,COL,2.954088861390140,1.8329942963739400,113,12,5,3,56631529.578165100,26913161.770805900,12644846.76205640,2,1,5,0,3,681440.9933577390,1303282.8741289500,57.42211419392060,67.73953316215540,21.51108987525540,31.981986502055000,0,No
2023,BOS,14,Home,NYR,1.9973236204898300,3.9247056300276700,65,14,6,3,34391763.741812000,33447010.37921860,18632981.094785100,8,4,5,2,1,618046.5127930990,1315393.362366940,51.64399243006750,43.375123997142700,24.933768594879900,21.778590455100500,1,Yes
2022,CHI,79,Home,LAK,4.337094441000850,4.343064077893410,96,10,5,2,32278891.288360700,18475055.129976900,16777848.26634260,0,1,2,4,5,1290966.34346359,1480666.8844342300,45.12280850351160,42.846526904427200,33.90637899248770,21.163355174418500,0,No
2021,NYR,7,Home,TOR,4.049926114441990,1.7169494257738200,116,11,7,3,27807886.5828753,26001776.876662500,12311094.546512100,4,0,3,6,7,1104178.3010697400,1080575.0179023300,46.80511306976490,49.99022899156730,28.18895875254620,27.444905903721400,0,No
2023,TOR,9,Away,LAK,3.507067011987330,4.365345621875100,69,14,5,3,47139646.74602330,27071281.86025260,19180574.74422170,1,5,2,2,5,1383215.4052343300,1470833.4250967800,57.26503055407180,51.20698858117240,37.52627939831020,34.41328909015730,1,Yes
2018,LAK,48,Home,TOR,2.886886683001820,3.0677297980102400,99,14,7,3,32923988.06665350,20307141.041714800,5858550.402752140,3,1,5,5,5,633833.2520858580,567152.5830327300,52.70316414699380,46.429002169686400,25.959595893245400,31.09613516547900,0,No
2018,NYR,72,Home,NYR,2.7352966247535300,2.398697033861620,66,10,6,2,59509981.56396750,17888959.417015800,18964979.29568880,0,5,4,4,7,1146474.5942708900,581071.4410245900,55.447825265820200,57.55364982781370,20.237426933387200,28.457529369335600,0,No
2015,BOS,59,Away,TOR,3.4529204014528600,1.7305862258284900,98,14,5,2,33027392.08255810,35910523.07464100,5757610.885742100,2,5,1,4,0,762180.072567737,1185845.6294293200,45.12032305906700,53.28742294125890,26.01311281121490,31.31503128449170,1,Yes
2022,TOR,82,Away,CHI,3.1362956082207200,3.0018728042112500,97,14,6,3,35765441.87130510,27561641.244069100,13209571.161720300,9,1,1,0,5,1980650.1288861700,1324433.4516590500,59.88718757033700,41.02526767123260,31.561500983696600,27.309029693065500,1,Yes
2017,COL,39,Home,CHI,1.6868193176456600,3.883546633472250,80,14,7,3,44133367.848481400,15359530.899603800,18356614.220016300,6,2,2,7,3,1341725.3186527600,1831726.4605037300,65.57616222567900,49.58956186765900,27.518767508065900,38.722926708642300,0,No
2021,NYR,18,Away,CHI,3.037507946311000,3.6212594318000900,79,11,7,3,52067371.7276522,35074532.5327276,8940814.153419540,9,4,5,1,2,1531155.291411300,656990.9508618440,47.73818520360700,64.31298740719510,30.697455115175100,21.098097818215500,0,No
2016,BOS,59,Home,BOS,3.9192108516985200,1.6506780343919200,62,10,6,3,38780746.61382540,39519845.13536460,12083727.484177400,2,1,0,5,4,988127.4210239120,1733971.890790830,54.745426774954800,60.691046045856100,37.53196237670040,33.46782958059670,1,Yes
